measure label,year,state,county,fips,perc_vacant_housing_1y2014,numerator,denominator
perc_vacant_housing_1y,2014, Michigan,Jackson County,26075,0.101664975,7022,69070
perc_vacant_housing_1y,2014, Michigan,Kalamazoo County,26077,0.087083437,9606,110308
perc_vacant_housing_1y,2014, Michigan,Kent County,26081,0.062883452,15641,248730
perc_vacant_housing_1y,2014, Michigan,Lapeer County,26087,0.13130559,4753,36198
perc_vacant_housing_1y,2014, Michigan,Lenawee County,26091,0.111911446,4863,43454
perc_vacant_housing_1y,2014, Michigan,Livingston County,26093,0.062749326,4656,74200
perc_vacant_housing_1y,2014, Michigan,Macomb County,26099,0.062616602,22622,361278
perc_vacant_housing_1y,2014, Michigan,Marquette County,26103,0.235991538,8141,34497
perc_vacant_housing_1y,2014, Michigan,Midland County,26111,0.074270122,2694,36273
perc_vacant_housing_1y,2014, Michigan,Monroe County,26115,0.087383687,5550,63513
perc_vacant_housing_1y,2014, Michigan,Muskegon County,26121,0.11490836,8426,73328
perc_vacant_housing_1y,2014, Michigan,Oakland County,26125,0.073905729,39397,533071
perc_vacant_housing_1y,2014, Michigan,Ottawa County,26139,0.067192271,7014,104387
perc_vacant_housing_1y,2014, Michigan,Saginaw County,26145,0.097612686,8472,86792
perc_vacant_housing_1y,2014, Michigan,Shiawassee County,26155,0.085986093,2585,30063
perc_vacant_housing_1y,2014, Michigan,St. Clair County,26147,0.118538029,8507,71766
perc_vacant_housing_1y,2014, Michigan,Van Buren County,26159,0.204923183,7509,36643
perc_vacant_housing_1y,2014, Michigan,Washtenaw County,26161,0.074035667,10994,148496
perc_vacant_housing_1y,2014, Michigan,Wayne County,26163,0.185388044,150993,814470
perc_vacant_housing_1y,2014, Minnesota,Anoka County,27003,0.037489485,4858,129583
perc_vacant_housing_1y,2014, Minnesota,Blue Earth County,27013,0.077453114,2102,27139
perc_vacant_housing_1y,2014, Minnesota,Carver County,27019,0.052666336,1914,36342
perc_vacant_housing_1y,2014, Minnesota,Dakota County,27037,0.03322098,5411,162879
perc_vacant_housing_1y,2014, Minnesota,Hennepin County,27053,0.054342359,28416,522907
perc_vacant_housing_1y,2014, Minnesota,Olmsted County,27109,0.04926499,3043,61768
perc_vacant_housing_1y,2014, Minnesota,Ramsey County,27123,0.046903644,10234,218192
perc_vacant_housing_1y,2014, Minnesota,Rice County,27131,0.054415956,1337,24570
perc_vacant_housing_1y,2014, Minnesota,Scott County,27139,0.047564819,2339,49175
perc_vacant_housing_1y,2014, Minnesota,Sherburne County,27141,0.069329523,2279,32872
perc_vacant_housing_1y,2014, Minnesota,St. Louis County,27137,0.166795835,17217,103222
perc_vacant_housing_1y,2014, Minnesota,Stearns County,27145,0.084063269,5288,62905
perc_vacant_housing_1y,2014, Minnesota,Washington County,27163,0.04444398,4252,95671
perc_vacant_housing_1y,2014, Minnesota,Wright County,27171,0.104377106,5208,49896
perc_vacant_housing_1y,2014, Mississippi,DeSoto County,28033,0.051478181,3291,63930
perc_vacant_housing_1y,2014, Mississippi,Forrest County,28035,0.176539153,5755,32599
perc_vacant_housing_1y,2014, Mississippi,Harrison County,28047,0.123976246,11126,89743
perc_vacant_housing_1y,2014, Mississippi,Hinds County,28049,0.148033932,15409,104091
perc_vacant_housing_1y,2014, Mississippi,Jackson County,28059,0.182038277,11128,61130
perc_vacant_housing_1y,2014, Mississippi,Jones County,28067,0.157284543,4504,28636
perc_vacant_housing_1y,2014, Mississippi,Lauderdale County,28075,0.175819144,6144,34945
perc_vacant_housing_1y,2014, Mississippi,Lee County,28081,0.143740848,5205,36211
perc_vacant_housing_1y,2014, Mississippi,Madison County,28089,0.109714895,4514,41143
perc_vacant_housing_1y,2014, Mississippi,Rankin County,28121,0.06039888,3516,58213
perc_vacant_housing_1y,2014, Missouri,Boone County,29019,0.076462626,5595,73173
perc_vacant_housing_1y,2014, Missouri,Buchanan County,29021,0.138413519,5322,38450
perc_vacant_housing_1y,2014, Missouri,Cape Girardeau County,29031,0.093470953,3088,33037
perc_vacant_housing_1y,2014, Missouri,Cass County,29037,,,40485
perc_vacant_housing_1y,2014, Missouri,Christian County,29043,,,32620
perc_vacant_housing_1y,2014, Missouri,Clay County,29047,0.066920757,6356,94978
perc_vacant_housing_1y,2014, Missouri,Cole County,29051,,,32802
perc_vacant_housing_1y,2014, Missouri,Franklin County,29071,0.063811369,2801,43895
perc_vacant_housing_1y,2014, Missouri,Greene County,29077,0.08712247,11253,129163
perc_vacant_housing_1y,2014, Missouri,Jackson County,29095,0.130094215,40940,314695
perc_vacant_housing_1y,2014, Missouri,Jasper County,29097,0.134824887,6918,51311
perc_vacant_housing_1y,2014, Missouri,Jefferson County,29099,0.061463963,5458,88800
perc_vacant_housing_1y,2014, Missouri,Platte County,29165,0.071480162,2870,40151
perc_vacant_housing_1y,2014, Missouri,St. Charles County,29183,0.046598051,6859,147195
perc_vacant_housing_1y,2014, Missouri,St. Francois County,29187,0.151483163,4448,29363
perc_vacant_housing_1y,2014, Missouri,St. Louis County,29189,0.088236906,38658,438116
perc_vacant_housing_1y,2014, Missouri,St. Louis city,29510,0.213914663,37514,175369
perc_vacant_housing_1y,2014, Montana,Cascade County,30013,0.091320552,3430,37560
perc_vacant_housing_1y,2014, Montana,Flathead County,30029,0.209925041,9941,47355
perc_vacant_housing_1y,2014, Montana,Gallatin County,30031,0.123748802,5551,44857
perc_vacant_housing_1y,2014, Montana,Lewis and Clark County,30049,0.127937764,3914,30593
perc_vacant_housing_1y,2014, Montana,Missoula County,30063,0.087309152,4489,51415
perc_vacant_housing_1y,2014, Montana,Yellowstone County,30111,0.075536408,5066,67067
perc_vacant_housing_1y,2014, Nebraska,Douglas County,31055,0.07245259,16440,226907
perc_vacant_housing_1y,2014, Nebraska,Lancaster County,31109,0.044112228,5506,124818
perc_vacant_housing_1y,2014, Nebraska,Sarpy County,31153,0.041329209,2725,65934
perc_vacant_housing_1y,2014, Nevada,Clark County,32003,0.147831067,127589,863073
perc_vacant_housing_1y,2014, Nevada,Washoe County,32031,0.100014426,18718,187153
perc_vacant_housing_1y,2014, New Hampshire,Cheshire County,33005,0.090580128,3154,34820
perc_vacant_housing_1y,2014, New Hampshire,Grafton County,33009,0.301450521,15566,51637
perc_vacant_housing_1y,2014, New Hampshire,Hillsborough County,33011,0.08151564,13648,167428
perc_vacant_housing_1y,2014, New Hampshire,Merrimack County,33013,0.100205883,6376,63629
perc_vacant_housing_1y,2014, New Hampshire,Rockingham County,33015,0.06182557,7941,128442
perc_vacant_housing_1y,2014, New Hampshire,Strafford County,33017,0.104443721,5474,52411
perc_vacant_housing_1y,2014, New Jersey,Atlantic County,34001,0.188011244,23950,127386
perc_vacant_housing_1y,2014, New Jersey,Bergen County,34003,0.05119722,18245,356367
perc_vacant_housing_1y,2014, New Jersey,Burlington County,34005,0.065936476,11715,177671
perc_vacant_housing_1y,2014, New Jersey,Camden County,34007,0.088545293,18297,206640
perc_vacant_housing_1y,2014, New Jersey,Cape May County,34009,0.544881105,53904,98928
perc_vacant_housing_1y,2014, New Jersey,Cumberland County,34011,0.101076946,5697,56363
perc_vacant_housing_1y,2014, New Jersey,Essex County,34013,0.115283981,36262,314545
perc_vacant_housing_1y,2014, New Jersey,Gloucester County,34015,0.067817442,7614,112272
perc_vacant_housing_1y,2014, New Jersey,Hudson County,34017,0.082944885,22990,277172
perc_vacant_housing_1y,2014, New Jersey,Hunterdon County,34019,0.046324592,2304,49736
perc_vacant_housing_1y,2014, New Jersey,Mercer County,34021,0.091235109,13229,144999
perc_vacant_housing_1y,2014, New Jersey,Middlesex County,34023,0.053975545,16166,299506
perc_vacant_housing_1y,2014, New Jersey,Monmouth County,34025,0.106732786,27831,260754
perc_vacant_housing_1y,2014, New Jersey,Morris County,34027,0.061133683,11706,191482
perc_vacant_housing_1y,2014, New Jersey,Ocean County,34029,0.194807529,54280,278634
perc_vacant_housing_1y,2014, New Jersey,Passaic County,34031,0.096121639,16987,176724
perc_vacant_housing_1y,2014, New Jersey,Salem County,34033,0.121358342,3345,27563
perc_vacant_housing_1y,2014, New Jersey,Somerset County,34035,0.065631524,8272,126037
perc_vacant_housing_1y,2014, New Jersey,Sussex County,34037,0.120014146,7465,62201
perc_vacant_housing_1y,2014, New Jersey,Union County,34039,0.076041289,15330,201601
perc_vacant_housing_1y,2014, New Jersey,Warren County,34041,0.079507798,3599,45266
perc_vacant_housing_1y,2014, New Mexico,Bernalillo County,35001,0.091431387,26370,288413
perc_vacant_housing_1y,2014, New Mexico,Chaves County,35005,0.110332683,2945,26692
perc_vacant_housing_1y,2014, New Mexico,Doña Ana County,35013,0.103235379,8695,84225
perc_vacant_housing_1y,2014, New Mexico,Lea County,35025,0.119918697,3009,25092
perc_vacant_housing_1y,2014, New Mexico,McKinley County,35031,0.292214602,7533,25779
perc_vacant_housing_1y,2014, New Mexico,Otero County,35035,0.233200938,7222,30969
perc_vacant_housing_1y,2014, New Mexico,San Juan County,35045,0.183842942,9121,49613
perc_vacant_housing_1y,2014, New Mexico,Sandoval County,35043,0.094250634,5136,54493
perc_vacant_housing_1y,2014, New Mexico,Santa Fe County,35049,0.146738976,10525,71726
perc_vacant_housing_1y,2014, New Mexico,Valencia County,35061,0.119079165,3595,30190
perc_vacant_housing_1y,2014, New York,Albany County,36001,0.096484818,13337,138229
perc_vacant_housing_1y,2014, New York,Bronx County,36005,0.054385524,28398,522161
perc_vacant_housing_1y,2014, New York,Broome County,36007,0.11758025,10560,89811
perc_vacant_housing_1y,2014, New York,Cattaraugus County,36009,0.239324167,9802,40957
perc_vacant_housing_1y,2014, New York,Cayuga County,36011,0.136368632,4963,36394
perc_vacant_housing_1y,2014, New York,Chautauqua County,36013,0.187080905,12471,66661
perc_vacant_housing_1y,2014, New York,Chemung County,36015,0.094085462,3611,38380
perc_vacant_housing_1y,2014, New York,Clinton County,36019,0.119675003,4301,35939
perc_vacant_housing_1y,2014, New York,Dutchess County,36027,0.109472074,13039,119108
perc_vacant_housing_1y,2014, New York,Erie County,36029,0.086969219,36629,421172
perc_vacant_housing_1y,2014, New York,Jefferson County,36045,0.243824437,14332,58780
perc_vacant_housing_1y,2014, New York,Kings County,36047,0.075726919,77436,1022569
perc_vacant_housing_1y,2014, New York,Livingston County,36051,0.06693764,1828,27309
perc_vacant_housing_1y,2014, New York,Madison County,36053,0.182939887,5812,31770
perc_vacant_housing_1y,2014, New York,Monroe County,36055,0.074907504,24214,323252
perc_vacant_housing_1y,2014, New York,Nassau County,36059,0.05552141,25927,466973
perc_vacant_housing_1y,2014, New York,New York County,36061,0.086131044,74731,867643
perc_vacant_housing_1y,2014, New York,Niagara County,36063,0.119802013,11884,99197
perc_vacant_housing_1y,2014, New York,Oneida County,36065,0.127213448,13226,103967
perc_vacant_housing_1y,2014, New York,Onondaga County,36067,0.091524906,18713,204458
perc_vacant_housing_1y,2014, New York,Ontario County,36069,0.10168501,5045,49614
perc_vacant_housing_1y,2014, New York,Orange County,36071,0.10359396,14467,139651
perc_vacant_housing_1y,2014, New York,Oswego County,36075,0.144519761,7761,53702
perc_vacant_housing_1y,2014, New York,Putnam County,36079,0.098097548,3759,38319
perc_vacant_housing_1y,2014, New York,Queens County,36081,0.069500916,58921,847773
perc_vacant_housing_1y,2014, New York,Rensselaer County,36083,0.116307892,8353,71818
perc_vacant_housing_1y,2014, New York,Richmond County,36085,0.075835966,13544,178596
perc_vacant_housing_1y,2014, New York,Rockland County,36087,0.050198998,5247,104524
perc_vacant_housing_1y,2014, New York,Saratoga County,36091,0.097032368,9881,101832
perc_vacant_housing_1y,2014, New York,Schenectady County,36093,0.173648834,11830,68126
perc_vacant_housing_1y,2014, New York,St. Lawrence County,36089,0.214797094,11221,52240
perc_vacant_housing_1y,2014, New York,Steuben County,36101,0.156944245,7665,48839
perc_vacant_housing_1y,2014, New York,Suffolk County,36103,0.129960641,74138,570465
perc_vacant_housing_1y,2014, New York,Sullivan County,36105,0.425151616,21099,49627
perc_vacant_housing_1y,2014, New York,Tompkins County,36109,0.088792264,3737,42087
perc_vacant_housing_1y,2014, New York,Ulster County,36111,0.161886439,13552,83713
perc_vacant_housing_1y,2014, New York,Warren County,36113,0.307700187,12000,38999
perc_vacant_housing_1y,2014, New York,Wayne County,36117,0.138043642,5707,41342
perc_vacant_housing_1y,2014, New York,Westchester County,36119,0.06987112,25844,369881
perc_vacant_housing_1y,2014, North Carolina,Alamance County,37001,0.0765187,5211,68101
perc_vacant_housing_1y,2014, North Carolina,Brunswick County,37019,0.363614023,29608,81427
perc_vacant_housing_1y,2014, North Carolina,Buncombe County,37021,0.100956924,11679,115683
perc_vacant_housing_1y,2014, North Carolina,Burke County,37023,0.181594551,7382,40651
perc_vacant_housing_1y,2014, North Carolina,Cabarrus County,37025,0.081621841,6164,75519
perc_vacant_housing_1y,2014, North Carolina,Caldwell County,37027,0.166382939,6255,37594
perc_vacant_housing_1y,2014, North Carolina,Carteret County,37031,0.350430489,17135,48897
perc_vacant_housing_1y,2014, North Carolina,Catawba County,37035,0.16819644,11398,67766
perc_vacant_housing_1y,2014, North Carolina,Chatham County,37037,,,29967
perc_vacant_housing_1y,2014, North Carolina,Cleveland County,37045,0.120218202,5201,43263
perc_vacant_housing_1y,2014, North Carolina,Craven County,37049,0.124471933,5716,45922
perc_vacant_housing_1y,2014, North Carolina,Cumberland County,37051,0.147595778,21238,143893
perc_vacant_housing_1y,2014, North Carolina,Davidson County,37057,0.150946498,11020,73006
perc_vacant_housing_1y,2014, North Carolina,Durham County,37063,0.078092858,10060,128821
perc_vacant_housing_1y,2014, North Carolina,Forsyth County,37067,0.088373341,14197,160648
perc_vacant_housing_1y,2014, North Carolina,Gaston County,37071,0.138793439,12481,89925
perc_vacant_housing_1y,2014, North Carolina,Guilford County,37081,0.105967328,23650,223182
perc_vacant_housing_1y,2014, North Carolina,Harnett County,37085,0.103485331,5104,49321
perc_vacant_housing_1y,2014, North Carolina,Henderson County,37089,0.173137933,9605,55476
perc_vacant_housing_1y,2014, North Carolina,Iredell County,37097,0.112820148,7929,70280
perc_vacant_housing_1y,2014, North Carolina,Johnston County,37101,0.088395581,6196,70094
perc_vacant_housing_1y,2014, North Carolina,Lincoln County,37109,0.105572879,3588,33986
perc_vacant_housing_1y,2014, North Carolina,Mecklenburg County,37119,0.067861147,28444,419150
perc_vacant_housing_1y,2014, North Carolina,Moore County,37125,0.17276445,7815,45235
perc_vacant_housing_1y,2014, North Carolina,Nash County,37127,0.125386298,5315,42389
perc_vacant_housing_1y,2014, North Carolina,New Hanover County,37129,0.138655975,14635,105549
perc_vacant_housing_1y,2014, North Carolina,Onslow County,37133,0.171848908,13071,76061
perc_vacant_housing_1y,2014, North Carolina,Orange County,37135,0.085315354,4821,56508
perc_vacant_housing_1y,2014, North Carolina,Pitt County,37147,0.107067809,8203,76615
perc_vacant_housing_1y,2014, North Carolina,Randolph County,37151,0.121065177,7415,61248
perc_vacant_housing_1y,2014, North Carolina,Robeson County,37155,0.110397063,5772,52284
perc_vacant_housing_1y,2014, North Carolina,Rockingham County,37157,0.150261447,6552,43604
perc_vacant_housing_1y,2014, North Carolina,Rowan County,37159,0.127235562,7655,60164
perc_vacant_housing_1y,2014, North Carolina,Rutherford County,37161,0.235580608,7981,33878
perc_vacant_housing_1y,2014, North Carolina,Surry County,37171,0.17367731,5830,33568
perc_vacant_housing_1y,2014, North Carolina,Union County,37179,0.060474172,4627,76512
perc_vacant_housing_1y,2014, North Carolina,Wake County,37183,0.075735644,30448,402030
perc_vacant_housing_1y,2014, North Carolina,Wayne County,37191,0.125669599,6686,53203
perc_vacant_housing_1y,2014, North Carolina,Wilkes County,37193,0.172989011,5714,33031
perc_vacant_housing_1y,2014, North Carolina,Wilson County,37195,0.078430824,2797,35662
perc_vacant_housing_1y,2014, North Dakota,Burleigh County,38015,,,39997
perc_vacant_housing_1y,2014, North Dakota,Cass County,38017,0.060041793,4511,75131
perc_vacant_housing_1y,2014, North Dakota,Grand Forks County,38035,0.06503702,2038,31336
perc_vacant_housing_1y,2014, North Dakota,Ward County,38101,0.15569146,4939,31723
perc_vacant_housing_1y,2014, Ohio,Allen County,39003,0.111690857,5009,44847
perc_vacant_housing_1y,2014, Ohio,Ashtabula County,39007,0.149571434,6858,45851
perc_vacant_housing_1y,2014, Ohio,Belmont County,39013,0.147818789,4754,32161
perc_vacant_housing_1y,2014, Ohio,Butler County,39017,0.097412951,14542,149282
perc_vacant_housing_1y,2014, Ohio,Clark County,39023,0.096809521,5923,61182
perc_vacant_housing_1y,2014, Ohio,Clermont County,39025,0.073605053,6039,82046
perc_vacant_housing_1y,2014, Ohio,Columbiana County,39029,0.095213607,4444,46674
perc_vacant_housing_1y,2014, Ohio,Cuyahoga County,39035,0.13185522,81599,618853
perc_vacant_housing_1y,2014, Ohio,Delaware County,39041,0.03739471,2606,69689
perc_vacant_housing_1y,2014, Ohio,Erie County,39043,0.162671685,6135,37714
perc_vacant_housing_1y,2014, Ohio,Fairfield County,39045,0.073247552,4372,59688
perc_vacant_housing_1y,2014, Ohio,Franklin County,39049,0.099028289,53585,541108
perc_vacant_housing_1y,2014, Ohio,Geauga County,39055,,,36742
perc_vacant_housing_1y,2014, Ohio,Greene County,39057,,,69173
perc_vacant_housing_1y,2014, Ohio,Hamilton County,39061,0.109631963,41325,376943
perc_vacant_housing_1y,2014, Ohio,Hancock County,39063,0.044301514,1474,33272
perc_vacant_housing_1y,2014, Ohio,Jefferson County,39081,0.154752016,5033,32523
perc_vacant_housing_1y,2014, Ohio,Lake County,39085,0.062676944,6376,101728
perc_vacant_housing_1y,2014, Ohio,Licking County,39089,0.06407617,4482,69948
perc_vacant_housing_1y,2014, Ohio,Lorain County,39093,0.089273646,11493,128739
perc_vacant_housing_1y,2014, Ohio,Lucas County,39095,0.125038967,25274,202129
perc_vacant_housing_1y,2014, Ohio,Mahoning County,39099,0.127497733,14197,111351
perc_vacant_housing_1y,2014, Ohio,Marion County,39101,0.121219762,3367,27776
perc_vacant_housing_1y,2014, Ohio,Medina County,39103,0.064253956,4538,70626
perc_vacant_housing_1y,2014, Ohio,Miami County,39109,0.05988254,2651,44270
perc_vacant_housing_1y,2014, Ohio,Montgomery County,39113,0.125182286,31848,254413
perc_vacant_housing_1y,2014, Ohio,Muskingum County,39119,0.102096461,3857,37778
perc_vacant_housing_1y,2014, Ohio,Portage County,39133,0.07290519,4962,68061
perc_vacant_housing_1y,2014, Ohio,Richland County,39139,0.126423642,6860,54262
perc_vacant_housing_1y,2014, Ohio,Ross County,39141,,,31787
perc_vacant_housing_1y,2014, Ohio,Scioto County,39145,0.093562104,3190,34095
perc_vacant_housing_1y,2014, Ohio,Stark County,39151,0.095499545,15811,165561
perc_vacant_housing_1y,2014, Ohio,Summit County,39153,0.09393099,23030,245180
perc_vacant_housing_1y,2014, Ohio,Trumbull County,39155,0.090304472,8622,95477
perc_vacant_housing_1y,2014, Ohio,Tuscarawas County,39157,0.059467841,2378,39988
perc_vacant_housing_1y,2014, Ohio,Warren County,39165,0.052435756,4383,83588
perc_vacant_housing_1y,2014, Ohio,Wayne County,39169,0.061267957,2819,46011
perc_vacant_housing_1y,2014, Ohio,Wood County,39173,0.056345094,3033,53829
perc_vacant_housing_1y,2014, Oklahoma,Canadian County,40017,0.060106508,2833,47133
perc_vacant_housing_1y,2014, Oklahoma,Cleveland County,40027,0.079991303,8830,110387
perc_vacant_housing_1y,2014, Oklahoma,Comanche County,40031,0.199694142,10316,51659
perc_vacant_housing_1y,2014, Oklahoma,Creek County,40037,0.116289139,3491,30020
perc_vacant_housing_1y,2014, Oklahoma,Muskogee County,40101,0.153480396,4745,30916
perc_vacant_housing_1y,2014, Oklahoma,Oklahoma County,40109,0.10926719,36075,330154
perc_vacant_housing_1y,2014, Oklahoma,Payne County,40119,0.147636905,5198,35208
perc_vacant_housing_1y,2014, Oklahoma,Pottawatomie County,40125,0.131610036,3900,29633
perc_vacant_housing_1y,2014, Oklahoma,Rogers County,40131,0.073835835,2686,36378
perc_vacant_housing_1y,2014, Oklahoma,Tulsa County,40143,0.099009544,27430,277044
perc_vacant_housing_1y,2014, Oklahoma,Wagoner County,40145,0.109609075,3373,30773
perc_vacant_housing_1y,2014, Oregon,Benton County,41003,0.078539677,2915,37115
perc_vacant_housing_1y,2014, Oregon,Clackamas County,41005,0.063037232,10135,160778
perc_vacant_housing_1y,2014, Oregon,Deschutes County,41017,0.186568797,15377,82420
perc_vacant_housing_1y,2014, Oregon,Douglas County,41019,0.109680586,5367,48933
perc_vacant_housing_1y,2014, Oregon,Jackson County,41029,0.091373928,8399,91919
perc_vacant_housing_1y,2014, Oregon,Josephine County,41033,0.114351839,4348,38023
perc_vacant_housing_1y,2014, Oregon,Klamath County,41035,0.188331902,6169,32756
perc_vacant_housing_1y,2014, Oregon,Lane County,41039,0.071630314,11311,157908
perc_vacant_housing_1y,2014, Oregon,Linn County,41043,0.06360539,3136,49304
perc_vacant_housing_1y,2014, Oregon,Marion County,41047,0.063863844,7820,122448
perc_vacant_housing_1y,2014, Oregon,Multnomah County,41051,0.049270868,16299,330804
perc_vacant_housing_1y,2014, Oregon,Polk County,41053,0.097872615,2995,30601
perc_vacant_housing_1y,2014, Oregon,Umatilla County,41059,0.089632645,2662,29699
perc_vacant_housing_1y,2014, Oregon,Washington County,41067,0.040889051,8950,218885
perc_vacant_housing_1y,2014, Oregon,Yamhill County,41071,0.090981774,3414,37524
perc_vacant_housing_1y,2014, Pennsylvania,Adams County,42001,0.059845001,2471,41290
perc_vacant_housing_1y,2014, Pennsylvania,Allegheny County,42003,0.095531836,56342,589772
perc_vacant_housing_1y,2014, Pennsylvania,Armstrong County,42005,0.123185724,3989,32382
perc_vacant_housing_1y,2014, Pennsylvania,Beaver County,42007,0.123955451,9716,78383
perc_vacant_housing_1y,2014, Pennsylvania,Berks County,42011,0.070338376,11595,164846
perc_vacant_housing_1y,2014, Pennsylvania,Blair County,42013,0.105748482,5929,56067
perc_vacant_housing_1y,2014, Pennsylvania,Bucks County,42017,0.055981364,13819,246850
perc_vacant_housing_1y,2014, Pennsylvania,Butler County,42019,0.047387939,3808,80358
perc_vacant_housing_1y,2014, Pennsylvania,Cambria County,42021,0.123640098,8069,65262
perc_vacant_housing_1y,2014, Pennsylvania,Carbon County,42025,0.242244512,8332,34395
perc_vacant_housing_1y,2014, Pennsylvania,Centre County,42027,0.104554184,6807,65105
perc_vacant_housing_1y,2014, Pennsylvania,Chester County,42029,0.048079036,9407,195657
perc_vacant_housing_1y,2014, Pennsylvania,Clearfield County,42033,0.17201151,6635,38573
perc_vacant_housing_1y,2014, Pennsylvania,Columbia County,42037,0.104167372,3082,29587
perc_vacant_housing_1y,2014, Pennsylvania,Crawford County,42039,0.212052271,9413,44390
perc_vacant_housing_1y,2014, Pennsylvania,Cumberland County,42041,0.057343595,5901,102906
perc_vacant_housing_1y,2014, Pennsylvania,Dauphin County,42043,0.083022028,10112,121799
perc_vacant_housing_1y,2014, Pennsylvania,Delaware County,42045,0.076679431,17019,221950
perc_vacant_housing_1y,2014, Pennsylvania,Erie County,42049,0.091434106,10956,119824
perc_vacant_housing_1y,2014, Pennsylvania,Fayette County,42051,0.141557157,8898,62858
perc_vacant_housing_1y,2014, Pennsylvania,Franklin County,42055,0.086128652,5523,64125
perc_vacant_housing_1y,2014, Pennsylvania,Indiana County,42063,0.100072518,3864,38612
perc_vacant_housing_1y,2014, Pennsylvania,Lackawanna County,42069,0.127485871,12321,96646
perc_vacant_housing_1y,2014, Pennsylvania,Lancaster County,42071,0.052705262,10880,206431
perc_vacant_housing_1y,2014, Pennsylvania,Lawrence County,42073,0.116870046,4760,40729
perc_vacant_housing_1y,2014, Pennsylvania,Lebanon County,42075,0.083921932,4717,56207
perc_vacant_housing_1y,2014, Pennsylvania,Lehigh County,42077,0.060866654,8727,143379
perc_vacant_housing_1y,2014, Pennsylvania,Luzerne County,42079,0.15346317,22748,148231
perc_vacant_housing_1y,2014, Pennsylvania,Lycoming County,42081,0.12192481,6418,52639
perc_vacant_housing_1y,2014, Pennsylvania,Mercer County,42085,0.124365382,6418,51606
perc_vacant_housing_1y,2014, Pennsylvania,Monroe County,42089,0.320735067,25883,80699
perc_vacant_housing_1y,2014, Pennsylvania,Montgomery County,42091,0.054562557,17867,327459
perc_vacant_housing_1y,2014, Pennsylvania,Northampton County,42095,0.061911326,7500,121141
perc_vacant_housing_1y,2014, Pennsylvania,Northumberland County,42097,0.13822332,6213,44949
perc_vacant_housing_1y,2014, Pennsylvania,Philadelphia County,42101,0.134814933,90386,670445
perc_vacant_housing_1y,2014, Pennsylvania,Schuylkill County,42107,0.157115147,10851,69064
perc_vacant_housing_1y,2014, Pennsylvania,Somerset County,42111,0.218302995,8287,37961
perc_vacant_housing_1y,2014, Pennsylvania,Washington County,42125,0.118456215,11126,93925
perc_vacant_housing_1y,2014, Pennsylvania,Westmoreland County,42129,0.098637998,16599,168282
perc_vacant_housing_1y,2014, Pennsylvania,York County,42133,0.06207725,11215,180662
perc_vacant_housing_1y,2014, Puerto Rico,Arecibo Municipio,72013,0.230806738,9467,41017
perc_vacant_housing_1y,2014, Puerto Rico,Bayamón Municipio,72021,0.147269517,12335,83758
perc_vacant_housing_1y,2014, Puerto Rico,Caguas Municipio,72025,0.146885216,8585,58447
perc_vacant_housing_1y,2014, Puerto Rico,Carolina Municipio,72031,0.151089102,11778,77954
perc_vacant_housing_1y,2014, Puerto Rico,Guaynabo Municipio,72061,0.147155851,5888,40012
perc_vacant_housing_1y,2014, Puerto Rico,Mayagüez Municipio,72097,0.282711595,11648,41201
perc_vacant_housing_1y,2014, Puerto Rico,Ponce Municipio,72113,0.150574237,10043,66698
perc_vacant_housing_1y,2014, Puerto Rico,San Juan Municipio,72127,0.227804914,43798,192261
perc_vacant_housing_1y,2014, Puerto Rico,Toa Alta Municipio,72135,0.121796124,3122,25633
perc_vacant_housing_1y,2014, Puerto Rico,Toa Baja Municipio,72137,0.201585412,6917,34313
perc_vacant_housing_1y,2014, Puerto Rico,Trujillo Alto Municipio,72139,0.177506462,5292,29813
perc_vacant_housing_1y,2014, Rhode Island,Kent County,44003,0.073592953,5416,73594
perc_vacant_housing_1y,2014, Rhode Island,Newport County,44005,0.126690239,5303,41858
perc_vacant_housing_1y,2014, Rhode Island,Providence County,44007,0.092228457,24301,263487
perc_vacant_housing_1y,2014, Rhode Island,Washington County,44009,0.200594619,12617,62898
perc_vacant_housing_1y,2014, South Carolina,Aiken County,45003,0.135937542,10064,74034
perc_vacant_housing_1y,2014, South Carolina,Anderson County,45007,0.126696616,10828,85464
perc_vacant_housing_1y,2014, South Carolina,Beaufort County,45013,0.269705921,25433,94299
perc_vacant_housing_1y,2014, South Carolina,Berkeley County,45015,0.092413381,7143,77294
perc_vacant_housing_1y,2014, South Carolina,Charleston County,45019,0.130248472,23191,178052
perc_vacant_housing_1y,2014, South Carolina,Darlington County,45031,0.165657163,5005,30213
perc_vacant_housing_1y,2014, South Carolina,Dorchester County,45035,0.062776305,3621,57681
perc_vacant_housing_1y,2014, South Carolina,Florence County,45041,0.107634246,6360,59089
perc_vacant_housing_1y,2014, South Carolina,Greenville County,45045,0.096104637,19303,200854
perc_vacant_housing_1y,2014, South Carolina,Greenwood County,45047,0.121385425,3778,31124
perc_vacant_housing_1y,2014, South Carolina,Horry County,45051,0.316984385,61210,193101
perc_vacant_housing_1y,2014, South Carolina,Lancaster County,45057,,,34097
perc_vacant_housing_1y,2014, South Carolina,Laurens County,45059,0.182106227,5575,30614
perc_vacant_housing_1y,2014, South Carolina,Lexington County,45063,0.090092979,10688,118633
perc_vacant_housing_1y,2014, South Carolina,Oconee County,45073,0.168817893,6605,39125
